spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
commercial areas,opportunity for interaction,visiting shops,positive,202211_114.032242_22.6575483.png,visiting establishments
street,sense of spaciousness,potential for exploration,positive,202211_114.033416_22.553516.png,exploration of environment
buildings,imposed boundaries,limited movement,negative,202211_114.033416_22.553516.png,diminished engagement
pathways,clear pathways,reasonable scope for movement,positive,202211_114.033416_22.553516.png,freedom of movement
roads,limited personal exploration,movement along prescribed paths,negative,202211_114.0323309_22.668993499999996.png,follow the path
traffic,constrained exploration,following structured routes,negative,202211_114.0323309_22.668993499999996.png,controlled navigation
sidewalks,sense of structure,navigating within boundaries,neutral,202211_114.0323309_22.668993499999996.png,defined areas for movement
buildings,feeling of confinement,restricted movement,negative,202211_114.0323309_22.668993499999996.png,diminished engagement
roads,sense of exploration,exploring pathways,positive,202211_114.0321921_22.630447800000002.png,exploring different paths
traffic,sense of confinement,limiting exploration,negative,202211_114.0321921_22.630447800000002.png,avoidance of exploration
development,feeling of confinement,restricting movement,negative,202211_114.0321921_22.630447800000002.png,avoidance of entry
roads,sense of freedom,exploration,positive,202211_114.0340117_22.761769300000005.png,exploration
pathways,openness,movement,positive,202211_114.0340117_22.761769300000005.png,unrestricted movement
greenery,calmness,relaxation,positive,202211_114.0340117_22.761769300000005.png,seeking respite
landscape,awareness of surroundings,navigation,positive,202211_114.0340117_22.761769300000005.png,navigating through spaces
buildings,sense of enclosure,confined exploration,negative,202211_114.0336272_22.661090499999997.png,decreased wandering
roads,limited scope,defined movement,negative,202211_114.0336272_22.661090499999997.png,following established paths
sidewalks,sense of directionality,guided navigation,neutral,202211_114.0336272_22.661090499999997.png,designated movement
road,sense of openness,encourages exploration,positive,202211_114.0337351_22.567145599999996.png,promotes interaction
bridge,feeling of connection,facilitates movement,positive,202211_114.0337351_22.567145599999996.png,movement without boundaries
buildings,urban density,promotes navigation,neutral,202211_114.0337351_22.567145599999996.png,encourages movement
lanes,sense of organization,supports traffic flow,positive,202211_114.0337351_22.567145599999996.png,mobility planning
road,sense of openness,movement and exploration,positive,202211_114.03539635041923_22.72043432710625.png,exploration of environment
trees,implied possibility,exploration,positive,202211_114.03539635041923_22.72043432710625.png,exploration
landscaping,hints at larger areas,curiosity,positive,202211_114.03539635041923_22.72043432710625.png,promotes interaction
greenery,sense of openness,exploration,positive,202211_114.03539635041923_22.72043432710625.png,exploration
intersection,limited exploration,restricted movement,negative,202211_114.034455_22.602106200000005.png,diminished engagement
road,busy environment,avoidance of exploration,negative,202211_114.034455_22.602106200000005.png,discourage exploration
fences,sense of boundaries,constrained movement,negative,202211_114.034455_22.602106200000005.png,diminished engagement
intersection,sense of openness,potential for movement,positive,202211_114.0356317_22.694531300000005.png,increased activity
buildings,imposed boundaries,limited exploration,negative,202211_114.0356317_22.694531300000005.png,limited exploration
road,possibilities for exploration,encouraged movement,positive,202211_114.0356317_22.694531300000005.png,incentivizes exploration
traffic,restricted freedom,hesitation to explore,negative,202211_114.0356317_22.694531300000005.png,exploratory hesitation
pathways,inviting exploration,encouraged walking,positive,202211_114.0356317_22.694531300000005.png,encourages venturing out
roadway,sense of openness,exploration,positive,202211_114.03583020000002_22.633432100000004.png,exploration
structures,restricted perception,limited movement,negative,202211_114.03583020000002_22.633432100000004.png,diminished engagement
fences,sense of confinement,avoidance of exploration,negative,202211_114.03583020000002_22.633432100000004.png,discourage exploration
vehicle,limited view,reduced exploration,negative,202211_114.03583020000002_22.633432100000004.png,limited exploration
fencing,limited sense of openness,reduced exploration,negative,202211_114.0367861_22.750203300000003.png,limited exploration
roads,constrained movement,restricted navigation,negative,202211_114.0367861_22.750203300000003.png,constrained travel options
sidewalks,sense of confinement,hesitation to explore,negative,202211_114.0367861_22.750203300000003.png,exploratory hesitation
construction,disruption of space,avoidance of area,negative,202211_114.0367861_22.750203300000003.png,avoidance of venturing
urban,overwhelming environment,limited engagement,negative,202211_114.0367861_22.750203300000003.png,mild engagement with surroundings
street,feeling of spaciousness,opportunities for exploration,positive,202211_114.03708640000002_22.7299134.png,potential for discovery
overpass,sense of scale,encouragement to explore,positive,202211_114.03708640000002_22.7299134.png,promotes interaction
lanes,expansive area,movement through space,positive,202211_114.03708640000002_22.7299134.png,navigate space
views,openness,engagement with surroundings,positive,202211_114.03708640000002_22.7299134.png,encourages movement
road,sense of spaciousness,exploration,positive,202211_114.0357926_22.662275299999997.png,exploration
buildings,urban vibrancy,navigation,positive,202211_114.0357926_22.662275299999997.png,navigating through spaces
sidewalks,safety,walking,positive,202211_114.0357926_22.662275299999997.png,unrestricted movement
roads,sense of congestion,avoidance of exploration,negative,202211_114.0370413_22.667363200000004.png,discourage exploration
buildings,feeling of confinement,limited movement,negative,202211_114.0370413_22.667363200000004.png,diminished engagement
highway,overwhelming presence,hesitation to engage,negative,202211_114.0370413_22.667363200000004.png,reluctance to navigate
sidewalks,perceived safety,walking,positive,202211_114.0370413_22.667363200000004.png,unrestricted movement
roads,feeling of broad scope,opportunities for exploration,positive,202211_114.0358766_22.6473671.png,potential for discovery
intersections,feeling of broad scope,opportunities for movement,positive,202211_114.0358766_22.6473671.png,opportunities for movement
buildings,feeling of broad scope,opportunities for exploration,positive,202211_114.0358766_22.6473671.png,potential for discovery
streets,sense of openness,movement and exploration,positive,202211_114.0370963_22.6127813.png,exploration of environment
buildings,modern backdrop,exploration within boundaries,positive,202211_114.0370963_22.6127813.png,movement within limits
pedestrian areas,possibility of movement,exploration,positive,202211_114.0370963_22.6127813.png,exploration
landscape,moderate scope,defined exploration,neutral,202211_114.0370963_22.6127813.png,exploring multiple paths
street,sense of openness,movement,positive,202211_114.0372554_22.607285599999997.png,unrestricted movement
buildings,limited exploration,restricted movement,negative,202211_114.0372554_22.607285599999997.png,diminished engagement
cars,restricted freedom,limited exploration,negative,202211_114.0372554_22.607285599999997.png,limited exploration
fences,restricted perception,limited movement,negative,202211_114.0372554_22.607285599999997.png,diminished engagement
roads,sense of openness,exploration,positive,202211_114.0373116_22.658199100000004.png,exploration
lanes,feeling of connectivity,movement,positive,202211_114.0373116_22.658199100000004.png,unrestricted movement
skyline,vastness,curiosity,positive,202211_114.0373116_22.658199100000004.png,promotes interaction
