spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
intersection,not a refuge,difficult to disconnect,negative,202211_113.8155625_22.6925975.png,difficult to disconnect
traffic,constant movement,find mental respite,negative,202211_113.8155625_22.6925975.png,difficulty to detach
commercial,demanding tasks,escape from concerns,negative,202211_113.8155625_22.6925975.png,emotional detachment
site,disruption,escape from thoughts,negative,202211_113.8148696_22.791219799999997.png,mental detachment
construction,lack of tranquility,avoidance of stress,negative,202211_113.8148696_22.791219799999997.png,avoidance of bothersome elements
trees,sense of being away,mental escape,positive,202211_113.81445444997044_22.71011397201815.png,seeking serenity
sunlight,break from demands,relaxation,positive,202211_113.81445444997044_22.71011397201815.png,seeking serenity
shops,localized experience,engagement in activities,positive,202211_113.81445444997044_22.71011397201815.png,engagement in activities
street,limited escape,remain engaged,negative,202211_113.81788238289876_22.73720803948338.png,maintaining focus
traffic,ongoing stress,avoid relaxation,negative,202211_113.81788238289876_22.73720803948338.png,inability to relax
construction,distraction,stay alert,negative,202211_113.81788238289876_22.73720803948338.png,concentration on current environment
road,lack of escape,remain in urban setting,negative,202211_113.8169133_22.7276972.png,facing city-related pressures
buildings,connection to everyday life,continue daily activities,neutral,202211_113.8169133_22.7276972.png,engagement in daily activities
traffic,sense of chaos,avoidance of refuge,negative,202211_113.8169133_22.7276972.png,avoidance of refuge
intersection,limited escape from worries,unlikely to seek refuge,negative,202211_113.81906263455099_22.645171396168205.png,no tranquil retreat
traffic,constant movement and noise,avoidance of relaxation,negative,202211_113.81906263455099_22.645171396168205.png,avoidance of refuge
buildings,extension of everyday life,lack of mental break,negative,202211_113.81906263455099_22.645171396168205.png,diminished refuge
streetscape,lack of refuge,engagement with surroundings,negative,202211_113.8166272_22.739275599999992.png,interacting with surroundings
traffic,constant distraction,inability to focus,negative,202211_113.8166272_22.739275599999992.png,difficulty in disengaging
construction,ongoing disturbance,increased stress,negative,202211_113.8166272_22.739275599999992.png,continued stress
commercial buildings,busy environment,demand for attention,negative,202211_113.8166272_22.739275599999992.png,navigation through urban space
street,lack of refuge,avoidance of stress,negative,202211_113.819258_22.731765400000004.png,avoidance of bothersome elements
traffic,overwhelmed by hustle,distraction from thoughts,negative,202211_113.819258_22.731765400000004.png,distraction from worries
greenery,slight connection to nature,temporary relief,neutral,202211_113.819258_22.731765400000004.png,respite
infrastructure,sense of confinement,desire to escape,negative,202211_113.819258_22.731765400000004.png,providing a feeling of escape
street,not a refuge,engagement with urban life,negative,202211_113.8195161_22.77372370000001.png,engagement with urban environment
traffic,stressful environment,avoidance of the area,negative,202211_113.8195161_22.77372370000001.png,seek refuge from urban demands
construction,disruption,seeking quieter spaces,negative,202211_113.8195161_22.77372370000001.png,escape from daily life
streetscape,lack of refuge,increased attention to tasks,negative,202211_113.81947015099487_22.662134225639655.png,increased mental demands
traffic,stress,avoidance of the area,negative,202211_113.81947015099487_22.662134225639655.png,seek refuge from urban demands
construction,distraction,focus on navigation,negative,202211_113.81947015099487_22.662134225639655.png,cautious navigation
buildings,overwhelm,inability to relax,negative,202211_113.81947015099487_22.662134225639655.png,difficulty detaching
road,demanding attention,difficulty escaping daily life,negative,202211_113.82000803448553_22.737425312514915.png,incapacity to stop
highways,connected to daily life,focus on tasks,negative,202211_113.82000803448553_22.737425312514915.png,maintaining focus
road,lack of escape,observing traffic,negative,202211_113.8199394_22.793124199999998.png,following directions
cars,routine activity,participating in traffic,negative,202211_113.8199394_22.793124199999998.png,participation in daily life
traffic,stress from demands,navigating urban space,negative,202211_113.8199394_22.793124199999998.png,navigating urban space
signals,indication of control,following directions,neutral,202211_113.8199394_22.793124199999998.png,navigating through demands
infrastructure,sense of routine,engaging in daily life,neutral,202211_113.8199394_22.793124199999998.png,engagement with the external world
trees,diminished refuge,avoidance of stress,negative,202211_113.8205107_22.7671101.png,avoidance of bothersome elements
traffic,increased anxiety,seeking escape,negative,202211_113.8205107_22.7671101.png,difficulty in escaping
greenery,limited relaxation,short visits,negative,202211_113.8205107_22.7671101.png,temporary stay
structures,overwhelmed senses,distraction from thoughts,negative,202211_113.8205107_22.7671101.png,distraction from worries
intersection,lack of refuge,mental disengagement,negative,202211_113.820637_22.746738299999997.png,limited detachment
traffic,constant activity,lack of escape,negative,202211_113.820637_22.746738299999997.png,no refuge seeking
construction,demanding thoughts,low score for being away,negative,202211_113.820637_22.746738299999997.png,eschewal of cognitive disconnection
roads,lack of refuge,continuation of daily tasks,negative,202211_113.81980788593135_22.735630519639678.png,pressure from responsibilities
buildings,overwhelmed by stimuli,difficulty in detaching thoughts,negative,202211_113.81980788593135_22.735630519639678.png,distracted thinking
traffic,stress and distraction,inability to relax,negative,202211_113.81980788593135_22.735630519639678.png,difficulty detaching
highways,chaotic environment,increased mental demands,negative,202211_113.81980788593135_22.735630519639678.png,amplified attention on routine obligations
vehicles,distraction from escape,inability to relax,negative,202211_113.82056086631368_22.770003645758248.png,difficulty detaching
urban,stressful environment,constant worry,negative,202211_113.82056086631368_22.770003645758248.png,inability to relax
noise,mental disturbance,difficulty concentrating,negative,202211_113.82056086631368_22.770003645758248.png,no complete refuge
greenery,mental break,respite from stress,positive,202211_113.8215298_22.7856815.png,momentary relief
bridge,structured path,movement away from traffic,positive,202211_113.8215298_22.7856815.png,engage with immediate surroundings
nature,visual calmness,escape from urban demands,positive,202211_113.8215298_22.7856815.png,mental retreat
intersection,not a refuge,avoid stopping thoughts,negative,202211_113.8222678_22.6425994.png,distracted thinking
vehicles,overwhelmed by busyness,increase stress,negative,202211_113.8222678_22.6425994.png,pressure from responsibilities
buildings,lack of escape,continue daily tasks,negative,202211_113.8222678_22.6425994.png,continue daily tasks
intersection,not a refuge,avoidance of stress,negative,202211_113.8224325_22.781893600000004.png,avoidance of bothersome elements
traffic,overwhelmed by demands,increased anxiety,negative,202211_113.8224325_22.781893600000004.png,awareness of stress
infrastructure,lack of escape,disengagement,negative,202211_113.8224325_22.781893600000004.png,limited detachment
intersection,sense of detachment,navigating the environment,positive,202211_113.8238756_22.7243285.png,navigating through chaos
landscape,mental break,observing surroundings,positive,202211_113.8238756_22.7243285.png,acknowledging presence of urban life
greenery,break from urban hustle,mental detachment,positive,202211_113.82408051311815_22.728240040511928.png,search for calm
trees,tranquil atmosphere,relaxation,positive,202211_113.82408051311815_22.728240040511928.png,seeking serenity
traffic,visible demands,awareness of surroundings,neutral,202211_113.82408051311815_22.728240040511928.png,navigating the environment
traffic,mental burdens,stop thinking,negative,202211_113.8243632337177_22.64904179448346.png,distracted thinking
greenery,natural reprieve,escape,positive,202211_113.8243632337177_22.64904179448346.png,escape
urban,daily demands,none,negative,202211_113.8243632337177_22.64904179448346.png,none
traffic,difficult to escape,perpetuates need for attention,negative,202211_113.82538028408688_22.719057105167444.png,enjoyment of solitude
