spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
road,utilitarian mindset,disengagement,negative,202211_113.88693347520126_22.584208832517255.png,disengagement
signage,overstimulation,cognitive overload,negative,202211_113.88693347520126_22.584208832517255.png,overwhelm
architecture,visual interest,attraction to space,positive,202211_113.8878473_22.7457221.png,appreciation of beauty
sunlight,dynamic environment,engagement with surroundings,positive,202211_113.8878473_22.7457221.png,engagement with surroundings
street,functional impression,limited attention span,negative,202211_113.8878473_22.7457221.png,difficulty focusing
buildings,some visual interest,exploration,positive,202211_113.88817707007732_22.568747956014306.png,exploration
traffic,doesn't strongly captivate attention,boredom,negative,202211_113.88817707007732_22.568747956014306.png,boredom
infrastructure,relatively commonplace,lack of engagement,neutral,202211_113.88817707007732_22.568747956014306.png,lack of engagement
vehicles,moderate fascination,limited engagement,neutral,202211_113.888147074404_22.725700933733467.png,limited engagement
architecture,some points of interest,curiosity,positive,202211_113.888147074404_22.725700933733467.png,curiosity
greenery,natural visual element,aesthetic appreciation,positive,202211_113.888147074404_22.725700933733467.png,occasional admiration
trees,visual interest,momentary engagement,positive,202211_113.888147074404_22.725700933733467.png,temporary curiosity
roads,dominant presence,limited exploration,negative,202211_113.888147074404_22.725700933733467.png,limited exploration
sky,not captivating,lack of sustained interest,negative,202211_113.888147074404_22.725700933733467.png,reduced interest
architecture,visual interest,exploration,positive,202211_113.88911447484408_22.72927073636687.png,exploration
traffic,overwhelmed,avoidance,negative,202211_113.88911447484408_22.72927073636687.png,avoidance
greenery,appeal,engagement,positive,202211_113.88911447484408_22.72927073636687.png,engagement
buildings,moderate fascination,limited exploration,neutral,202211_113.88911447484408_22.72927073636687.png,limited exploration
road,functional,navigation,neutral,202211_113.88911447484408_22.72927073636687.png,navigation
shops,visual interest,engagement,positive,202211_113.8936166_22.7324695.png,engagement
pedestrians,dynamic environment,exploration,positive,202211_113.8936166_22.7324695.png,exploration
scooters,activity,movement,positive,202211_113.8936166_22.7324695.png,movement
architecture,interest,curiosity,positive,202211_113.8936166_22.7324695.png,curiosity
architecture,sense of interest,exploration,positive,202211_113.8917553_22.565572700000004.png,exploration
buildings,visual complexity,engagement,positive,202211_113.8917553_22.565572700000004.png,engagement
road,moderate fascination,navigation,neutral,202211_113.8917553_22.565572700000004.png,navigation
landscape,captured attention,observation,positive,202211_113.8917553_22.565572700000004.png,observation
buildings,low level of fascination,lack of engagement,negative,202211_113.8920878_22.7257467.png,lack of engagement
vehicles,functional impression,minimal exploration,negative,202211_113.8920878_22.7257467.png,lower engagement
forklift,ordinary scene,reduced curiosity,negative,202211_113.8920878_22.7257467.png,reduced curiosity
trees,sense of nature,increased attention,positive,202211_113.89627595979832_22.575069943346904.png,increased attention
buildings,urban functionality,transit through space,neutral,202211_113.89627595979832_22.575069943346904.png,passing through
vehicles,dynamic environment,engagement with surroundings,positive,202211_113.89627595979832_22.575069943346904.png,engagement with surroundings
construction,temporary disruption,avoidance of area,negative,202211_113.89627595979832_22.575069943346904.png,avoidance of distractions
traffic,moderate fascination,engagement,neutral,202211_113.89464611194347_22.724018202496094.png,engagement
buildings,limited captivating potential,reduced engagement,negative,202211_113.89464611194347_22.724018202496094.png,reduced engagement
sky,reduced overall engagement,preventing captivation,negative,202211_113.89464611194347_22.724018202496094.png,struggle with monotony
cranes,moderate fascination,engagement,neutral,202211_113.89464611194347_22.724018202496094.png,engagement
traffic,limited visual interest,combat boredom,negative,202211_113.89760881344573_22.72424305959817.png,reduce boredom
infrastructure,overwhelmed by man-made elements,lack of engagement,negative,202211_113.89760881344573_22.72424305959817.png,lack of engagement
trees,overshadowed beauty,distraction avoidance,negative,202211_113.89760881344573_22.72424305959817.png,distraction avoidance
greenery,minimal impact,reduced attention,negative,202211_113.89760881344573_22.72424305959817.png,reduced attention
trees,increased visual interest,engagement with surroundings,positive,202211_113.89438222471337_22.73412834603495.png,engagement with surroundings
vehicles,curiosity about movement,observation of activity,positive,202211_113.89438222471337_22.73412834603495.png,watch activity
shop signs,heightened awareness,exploration of options,positive,202211_113.89438222471337_22.73412834603495.png,curiosity about surroundings
pedestrians,sense of liveliness,social interaction,positive,202211_113.89438222471337_22.73412834603495.png,social interaction
streetscape,some visual interest,engagement with surroundings,positive,202211_113.9018775_22.757258799999995.png,engagement with surroundings
architecture,sense of dynamic activity,exploration,positive,202211_113.9018775_22.757258799999995.png,exploration
concrete,limited fascination,disengagement,negative,202211_113.9018775_22.757258799999995.png,disengagement
buildings,lack of natural elements,reduced curiosity,negative,202211_113.9018775_22.757258799999995.png,reduced curiosity
buildings,sense of monotony,lack of engagement,negative,202211_113.8992378_22.5719486.png,lack of engagement
vehicles,sense of monotony,lack of engagement,negative,202211_113.8992378_22.5719486.png,lack of engagement
construction,sense of monotony,lack of engagement,negative,202211_113.8992378_22.5719486.png,lack of engagement
trees,visual interest,engagement,positive,202211_113.902409_22.7217534.png,engagement
architecture,aesthetic appreciation,exploration,positive,202211_113.902409_22.7217534.png,exploration
road,boredom,disengagement,negative,202211_113.902409_22.7217534.png,disengagement
buildings,monotony,avoidance,negative,202211_113.902409_22.7217534.png,avoidance
mountains,calmness,reflection,positive,202211_113.902409_22.7217534.png,observation
lanes,visual interest,observation,neutral,202211_113.9051576_22.7397657.png,observation
trees,lack of richness,disengagement,negative,202211_113.9051576_22.7397657.png,disengagement
sky,routine feeling,indifference,negative,202211_113.9051576_22.7397657.png,reduced curiosity
infrastructure,monotony,avoidance,negative,202211_113.9051576_22.7397657.png,avoidance
buildings,high level of fascination,engagement with surroundings,positive,202211_113.90574290000002_22.577700399999998.png,engagement with surroundings
vehicles,heightened attention,exploration of the area,positive,202211_113.90574290000002_22.577700399999998.png,enhance curiosity
advertisements,stimulated curiosity,interaction with content,positive,202211_113.90574290000002_22.577700399999998.png,enhance understanding
pedestrian,sense of activity,social engagement,positive,202211_113.90574290000002_22.577700399999998.png,engaging with community
light,captivating visual interest,increased attention,positive,202211_113.90342022600008_22.567752452204896.png,increased attention
shadow,intriguing contrast,exploration of space,positive,202211_113.90342022600008_22.567752452204896.png,exploration of space
buildings,varied architectural styles,aesthetic appreciation,positive,202211_113.90342022600008_22.567752452204896.png,occasional admiration
vehicles,dynamic environment,engagement with surroundings,positive,202211_113.90342022600008_22.567752452204896.png,engagement with surroundings
noise,urban intensity,withdrawal from space,negative,202211_113.90342022600008_22.567752452204896.png,avoidance of observation
buildings,sense of captivation,engagement with surroundings,positive,202211_113.90742801865805_22.725712172937747.png,engagement with surroundings
greenery,visual interest,attraction to nature,positive,202211_113.90742801865805_22.725712172937747.png,appreciation of nature
road,dynamic environment,exploration,positive,202211_113.90742801865805_22.725712172937747.png,exploration
activity,lack of boredom,social interaction,positive,202211_113.90742801865805_22.725712172937747.png,social interaction
trees,visual interest,sustained attention,positive,202211_113.90697703046054_22.567940805295795.png,prolonged observation
road,difficulty in attention,distraction,negative,202211_113.90697703046054_22.567940805295795.png,distraction
